자식마명,부마원,부마달러,모마원,모마달러
로열파크,,"612,935USD ",,0
농본대로,"1,225,505,000원", ,"198,155,000원", 
좋은인연,,"568,086USD ","72,456,000원","42,845USD "
우리가본,,"114,825GBP ",,0
브릴리언트,,"339,984USD ","111,618,000원", 
머니대륙,,"568,629,000JPY ","213,750,000원", 
참빛,,"1,503,825USD ",,0AUD 
이스크라,,"568,629,000JPY ","16,946,000원", 
스위틀리휴머,,"456,410USD ",,"1,713USD "
볼드나이너,,"456,410USD ",,"31,515USD "
천강성,,"210,553USD ","269,786,000원", 
진격의천마,,"1,779,012USD ",,"1,470USD "
기븐위켄드,,"1,083,533USD ","162,170,000원", 
라온프라이머,,"70,961,000JPY ","110,852,000원", 
운악하비오,,"339,984USD ",,"240,722USD "
블랙파티,,"51,475USD ",,"158,787USD "
수호,,"695,299USD ",,"14,615USD "
탑라인,,"1,732,000USD ",,0
최강매직,,"1,810,805USD ","213,647,000원", 
블레이드스톰,,"185,213USD ",,"19,245USD "
로드힐스톰,,"416,475,000JPY ",0원, 
대싱카누,,"568,629,000JPY ","201,285,000원", 
슈퍼빅터,"1,861,967,000원", ,"44,398,500원", 
신라대장군,,"51,475USD ",,0
불패함성,,"1,570,380USD ",,"70,918USD "
비바킹,,"396,254USD ",,"12,380EUR "
한얼스타,,"155,757USD ",,"1,429USD "
메니스마트,,"1,732,000USD ","138,070,500원", 
사려니킹,,"568,086USD ","80,558,000원", 
베스트메이드,,"456,410USD ","24,493,000원", 
해왕,,"493,755USD ","45,600,000원", 
달달이,,"456,410USD ",,"94,885USD "
미스평촌,,"1,503,825USD ",,"90,330USD "
수제비,"435,833,000원", ,"51,001,000원", 
논스톱플라잉,"470,582,000원", ,"119,331,000원", 
서울스토리,,"339,984USD ","126,518,000원", 
뭉치,"689,387,200원", ,"50,960,000원", 
맘마로마,,"1,083,533USD ","51,491,000원", 
우대륭,,"3,924,648USD ",,"176,880USD "
희망스타,,"416,475,000JPY ","115,441,000원", 
슈퍼여왕,,"371,623,500JPY ","110,964,000원", 
레이징엔젤,,"163,133USD ","98,521,000원", 
마하탄생,,"1,064,727USD ",,"170,220USD "
대천보우,,"491,312USD ","52,048,000원", 
그린사랑,,"1,103,496USD ",,0
아이엠위너,,"396,254USD ","228,472,000원", 
속보왕위,,"163,133USD ","46,050,000원",0AUD 
금아슈프림,,"1,503,825USD ",,"12,590USD "
라온제왕,,"617,310USD ",,"4,200USD "
럭키팩토리,,"568,086USD ",,0
인디언보스,,"617,310USD ","132,500,000원", 
빛나는루비,,"1,570,380USD ","129,643,000원", 
천세만세,,"1,570,380USD ",,"64,100USD "
행복의내일,,"3,545,062USD ",,"15,984USD "
정동독주,,"1,607,774USD ",,"89,509USD "
백두거포,,"114,300USD ","175,248,000원", 
명마질주,,"172,705,000JPY ",0원, 
베스트맨,,"3,545,062USD ","37,873,000원", 
메인이벤트,,"456,410USD ","262,308,000원", 
정상여신,,"51,475USD ","413,351,000원", 
명진맨,,"3,728,170USD ",,"402,551USD "
라온미라클,,"410,376,000JPY ",,"7,000,000JPY "
불후의명곡,,"3,084,278USD ",,"39,185USD "
금빛탄환,,"254,672USD ","28,170,000원", 
신비룡,,"493,755USD ",,"147,995USD "
온누리알바,,"835,142USD ",,0NZD 
선빅터,,"107,515USD ","15,449,000원",0
루카스,,"1,103,496USD ",,"65,089CAD "
공산,,"416,475,000JPY ","69,300,000원", 
야호선더캣,,"568,086USD ","34,580,000원", 
이스트킹덤,,"1,607,774USD ","58,653,000원", 
비욘드오버,,"1,732,000USD ",,0
아이엠스타,,"944,900USD ",,0
금아글로리,,"114,300USD ","86,645,000원", 
지공불패,,"51,475USD ",,"4,203CAD "
정상돌풍,,"274,382USD ",,"1,470USD "
체인지메이커,,"289,325AUD ",,0AUD 
환상스타,,"623,000USD ",,"11,050EUR "
마이티엠,,"1,284,949USD ",,"39,991USD "
팔라스테이,,"516,977USD ",,"117,221USD "
에코골드,,"193,766USD ",,"106,401USD "
맞잡은손,,"3,187,232USD ","77,538,000원", 
이스트쾌남,,"32,400USD ",,"15,648USD "
엘란,,"1,503,825USD ",,"3,310USD "
함박미소,,"47,460AUD ",,"7,160USD "
그랜드돌풍,,"1,810,805USD ",,"2,340USD "
스토미,,"114,300USD ",,"14,959USD "
마이티맘보,,"278,406USD ","202,050,000원", 
카론블레이드,,"172,705,000JPY ","63,576,000원", 
머니포켓,,"1,810,805USD ","548,953,000원", 
원더풀럭키,,"1,570,380USD ","296,100,000원", 
스트롱맨,,"795,071USD ",,"32,215USD "
출애,,"51,475USD ","44,551,500원", 
글로벌퀸,,"396,254USD ","116,165,000원", 
플라잉보스,,"454,630USD ",,"135,086USD "
나의빛이여,,"1,284,949USD ",,"14,310USD "
라온시리우스,,"493,755USD ","113,835,000원", 
빅이어,,"493,755USD ",, 
스피드이즈칸,,"315,015USD ",,"48,935USD "
거센마풍,,"1,810,805USD ",,"2,750USD "
강촌의별,,"493,755USD ",,"1,511USD "
대승비법,,"3,545,062USD ","80,767,000원", 
선더마린,,"114,300USD ",,"53,530USD "
승리기억,,"1,299,581USD ",,0AUD 
청운시대,,"396,254USD ",,"29,760USD "
럭셔리해피,,"493,755USD ","112,068,000원", 
그레이삭스,,"638,822USD ",,"52,009USD "
무사,,"3,294,901USD ","87,390,000원", 
흥바람,,"456,410USD ","126,080,000원", 
섬싱미스터리,,"274,382USD ",0원, 
위닝윈,"1,861,967,000원", ,"25,905,600원", 
혜성여왕,,"315,015USD ",,"80,303USD "
정상오름,,0,"92,286,000원",0
소중한만남,,"626,671USD ",,"4,134USD "
코디악러브,,"1,663,363USD ",,"114,616USD "
구름손짓해,,"339,984USD ",,"1,489USD "
쾌한예봉산,,"1,810,805USD ",,"40,150USD "
독도지기,,"3,084,278USD ",,"20,650USD "
플라잉뮤닝,,"742,640USD ",,0USD 
골드마운틴,,"2,323,040USD ",,"243,890USD "
태양의후예,,"612,935USD ",,"162,013USD "
사려니힐링,,"339,984USD ",,"7,966USD "
심플라이프,,"274,382USD ",,"84,414USD "
스모키베일,,"1,359,274USD ",,"40,486USD "
런닝스톰,,"1,810,805USD ",,"62,880USD "
이스트걸치,,"1,146,340USD ",,"71,868USD "
절묘한선택,,"1,694,180USD ",,"9,750USD "
투고윈,,"254,672USD ",,"108,670USD "
선더마크,,"2,765,800USD ",,"4,860USD "
킬리의제왕,,"941,936USD ",,"48,513USD "
머니블레이드,,"360,900USD ",,"10,288USD "
플라잉포드,,"3,090,101USD ",,0
골드호라,,"1,611,138USD ",,"42,425USD "
한양의질주,,"562,228USD ",,"29,089USD "
클린업히어로,,"413,284USD ",,"9,180USD "
킹플러키,,"1,610,604USD ",,"125,574USD "
번개라이언,,"417,800USD ",,"46,240USD "
초원마루,,"493,755USD ","104,724,000원", 
피케이전사,,"1,607,774USD ","39,446,000원", 
서울시티,,"3,084,278USD ",,"66,930AUD "
로열스마티,,"1,083,533USD ",,"19,205USD "
최강다이아,,"1,570,380USD ",,"15,840USD "
금빛열정,,"205,617USD ","108,260,000원", 
황금스타,,"254,672USD ","112,068,000원", 
골든제이,,"274,382USD ",,0
투어다이아,,"568,086USD ",,"6,570USD "
골드코인,,"47,460AUD ","12,826,000원", 
소중한보물,,"1,570,380USD ","124,454,000원", 
적토비마,,"491,312USD ","44,551,500원", 
달리는웅지,,"133,833USD ",,"66,678USD "
웃게해줄게,"1,225,505,000원", ,,0
큐티바비,,"3,187,232USD ",,"66,215USD "
황금도야지,,"51,475USD ","19,254,000원", 
안양재규어,,"3,084,278USD ","132,220,000원", 
마하천하,,"278,406USD ","19,495,000원", 
선위너,,"3,084,278USD ","166,031,000원", 
블루베이,,"1,319,481USD ",,"201,353USD "
승리전설,,"3,084,278USD ",,"182,974USD "
두란,,"416,475,000JPY ",,0
심장의고동,"1,861,967,000원", ,"37,184,000원", 
러닝복스,"1,861,967,000원", ,"85,580,000원", 
드림채트,,"205,617USD ",, 
정상스타,,"416,475,000JPY ",,0
호프킹덤,,"8,387,500USD ",,"38,876USD "
호크아리랑,,"1,610,604USD ","72,650,000원", 
투더빅토리,,"163,133USD ",,"44,320USD "
스페이드매시,,"51,475USD ","190,946,000원", 
호수아,,"2,494,490USD ",,500USD 
언성히어로,,"1,083,533USD ","174,278,000원", 
꼬꼬마레이디,,"695,299USD ","75,782,000원", 
흥부자,,"254,672USD ","214,985,000원", 
호스퀸,,"416,475,000JPY ",,"42,690USD "
대운하,,"1,810,805USD ",,700USD 
역대최고,,"416,475,000JPY ","219,712,000원", 
라스트콘서트,,"493,755USD ",,"27,356USD "
트라이선더,,"1,936,000USD ",,400CAD 
백두의정상,,"1,570,380USD ",,0
초원군주,,"3,084,278USD ","144,577,000원", 
쏜살같이,,"835,142USD ",,"39,894CAD "
팍스레인저,,"274,382USD ",,0
하늘나래,,"254,672USD ",,"5,400USD "
팝캣,,"617,310USD ","278,587,000원", 
교룡운우,,"568,629,000JPY ",,"35,950USD "
황금사자,,"439,250USD ",,360USD 
피엔에스제프,,"162,819GBP ",,110USD 
대성만리,,"393,200USD ",,"1,017USD "
메이플문,,"790,300USD ",,0
차카차카차,,"3,614,500USD ",,0AUD 
광폭기세,,"944,900USD ",,"65,230USD "
피엔에스초록,,"937,240USD ",,0USD 
선스파크,,"1,182,992USD ",,"19,920USD "
님의향기,,"339,984USD ","90,960,000원",0
버킷풀골드,,"3,084,278USD ",,"4,300,000JPY "
스트라이드업,,"568,629,000JPY ",,0NZD 
늘푸른캣,,"47,460AUD ",,0
파이어,,"315,015USD ","74,582,000원", 
송암공주,,"3,187,232USD ",,"78,170USD "
에이스재퍼,,"3,446,120USD ",,"170,884CAD "
케이존,"689,387,200원", ,"70,331,000원", 
코팔레로,,"603,360USD ",,"35,640USD "
갓오브삭스,"451,805,000원", ,,0
대카인,,"3,545,062USD ",, 
금아홀섬,,"794,855USD ",,"37,800USD "
액티몬,,"1,878,013USD ",,"50,607USD "
파이트투데이,,"378,260USD ",,0
어느멋진날,,"2,075,791USD ",,"378,176USD "
동방지존,,"710,480USD ",,"260,854USD "
대군불패,,"251,090USD ",,734USD 
천지명장,,"2,612,516USD ",,"121,883USD "
마이티윙,,"978,960USD ",,"45,502USD "
릴패트론,,0,,"85,784USD "
가온질주,,"1,304,800USD ",,0
베스트불릿,,"85,630,000JPY ","42,990,000원", 
백산포스,,"416,475,000JPY ",,0
언디피티드,,"456,410USD ",,"88,333USD "
더프리마,,"804,090USD ",,"37,768USD "
금아선더,,"114,300USD ","74,073,000원", 
서울퀸,,"832,744USD ",,0
스카이스톰,,"617,310USD ","25,157,000원", 
질풍같이,,"114,300USD ","37,184,000원", 
웨이트앤시,,"339,984USD ","18,810,000원", 
에펠,,"396,254USD ","52,174,000원","9,525NZD "
슈퍼삭스,,"1,104,040USD ",,0
다크플레이어,,"239,229USD ",,"151,820USD "
베네딕트,,"1,039,000USD ",,"242,286USD "
베스트예지,,"657,765USD ",,"30,710USD "
금석돌파,,"654,681USD ",,"40,020USD "
판타스틱콤비,,"2,765,800USD ",,0
금노아,,"33,840USD ",,"411,374USD "
푸른매,,"497,225AUD ",,"133,950AUD "
레전드킹,,0AUD ,,0AUD 
크레모아파워,,"1,810,805USD ",,"210,786USD "
클린업시크릿,,"1,889,766USD ",,170USD 
팔팔빅토리,,"51,475USD ",,0
스위트록,,"1,503,825USD ",,0
리워드하이,,"565,716USD ",,0
정동지존,,"7,712,841USD ","109,940,000원", 
서울엄지,,"254,672USD ",,"35,870USD "
챔피언킹,,"835,142USD ",,"47,380USD "
지상비행,,"1,484,829USD ",,"7,966USD "
어나더스마트원,,"7,613,155USD ",,0
플라잉챔프,,"1,037,810USD ",,0
젠테너리,,"580,534USD ",,0
가속불패,,"257,406USD ","111,626,000원", 
브리그,,"1,732,000USD ",,400USD 
라온매직,,"339,984USD ",,0
전승대세,,"1,380,200USD ",,"153,615USD "
광복칠십,,"1,761,280USD ",,"58,775USD "
에이스러너,,"586,515USD ",,"23,894USD "
파워비슬,,"939,698,000JPY ",, 
플래티넘유로,,"617,310USD ","139,542,000원", 
정문사이,,"274,382USD ",,0
킹스캐리지,,"1,732,000USD ",,"1,715USD "
금순이스타,,"1,732,000USD ","292,350,000원", 
적광,,"51,475USD ","100,111,000원", 
플라잉불릿,,"51,475USD ","42,990,000원", 
일마레,,"617,310USD ",,0
피케이군황,,"3,545,062USD ",,"108,780USD "
